,_id,city,latitude,longitude,state,street,zipcode,editedfacts,appliances,architecture,basement,bathrooms,bedrooms,coolingsystem,coveredparkingspaces,exteriormaterial,finishedsqft,floorcovering,floornumber,heatingsources,heatingsystem,lotsizesqft,numfloors,numrooms,numunits,parkingtype,roof,rooms,usecode,view,yearbuilt,yearupdated,elementaryschool,highschool,homedescription,images_count,images_image,links_homedetails,links_homeinfo,links_photogallery,middleschool,neighborhood,pageviewcount_currentmonth,pageviewcount_total,agentname,agentprofileurl,externalurl,lastupdateddate,mls,openhousedates,status,type,price,schooldistrict,trans_desc,trans_score,trans_summary,walkscore_desc,walkscore_score,whatownerloves,zpid,school_index
406,56097401b2c959c08464ac22,Kirkland,47.719570000000004,-122.16942399999999,WA,12808 NE 132nd Pl,98034,,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Ranch / Rambler,None,2.0,3.0,Central,,Wood,1176.0,"Carpet, Hardwood, Linoleum / Vinyl, Other",,Gas,Forced air,6820.0,1.0,,,Garage - Attached,Composition,"Dining room, Family room, Master bath",SingleFamily,,1988.0,,Lake Washington SD,Lake Washington SD,"Cheery and bright 3 bedroom, 2 bath rambler in Kirkland. Most recent updates include:
- new skylights and sliding doors
- new furnace, central A/C, EAC system
- new interior paint
- new carpeting
- refinished hardwoods
- renovated master bath

Vaulted ceilings in main living area and master bedroom as well as skylights in kitchen and bathrooms keep the home bright and cheerful even on gray days - and help you save on your electric bills. Brick fireplace in living room. Brand new furnace and rare central cooling installed within the past year, with bonus of electronic air cleaning system. 

Bedrooms are spacious and master includes attached bathroom. Enjoy fully fenced backyard with two storage sheds. Home includes 2 gar garage. 

15 minutes to Microsoft. Nearby shopping, healthcare, schools and I-405. Kitchen and laundry appliances stay.",13.0,None,http://www.zillow.com/homedetails/12808-NE-132nd-Pl-Kirkland-WA-98034/49095715_zpid/,http://www.zillow.com/homedetails/12808-NE-132nd-Pl-Kirkland-WA-98034/49095715_zpid/,http://www.zillow.com/homedetails/12808-NE-132nd-Pl-Kirkland-WA-98034/49095715_zpid/#image=lightbox%3Dtrue,Lake Washington SD,,6132,6132,,,,2015-09-21 16:30:00.0,,,,Make me move,410000.0,,Some Transit,42.0,"14 nearby routes: 14 bus, 0 rail, 0 other",Car-Dependent,20.0,"Extremely convenient location, on a quiet double cul-de-sac but near work, great restaurants, groceries, retail, and schooling. The open and bright layout make this house a great home for the gray Pacific Northwest winters.",49095715,5.0
407,56097401b2c959c08464ac23,Kirkland,47.707184999999996,-122.230984,WA,11914 82nd Pl NE,98034,,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,,2.5,4.0,Central,2.0,,2520.0,"Carpet, Hardwood",,Gas,Forced air,3808.0,2.0,,,Garage - Attached,,,SingleFamily,,2003.0,,,,"Welcome to Calabria! 

European inspired, intimate community in Kirkland with neighborhood playground and just minutes to the Juanita village and downtown Kirkland! Close to parks, beaches, shopping, restaurants, and Lake Washington! 

Immaculate 4 bedroom, 2.5 bath, 2,520 square feet, 2-story home, Built in 2003. Beautifully appointed and rich in detail and design with dramatic columned foyer entry and open rail balcony. Kitchen with extensive maple cabinetry, stainless steel appliances, warm hardwood Floors. Large family room with cozy gas fireplace. Formal dining & living Rooms. Impressive master suite and exquisite 5 piece master bath sanctuary with soaking tub. Custom features Include air conditioning, crown molding, faux paint. Private and nicely landscaped backyard! Fully fenced lot. 2 Car garage. Lake Washington Schools! 

Please note that home will be rented unfurnished. Please call or email for appointment to view the home.

Neighborhood Description

Elementary School - Carl Sandberg",7.0,None,http://www.zillow.com/homedetails/11914-82nd-Pl-NE-Kirkland-WA-98034/80113890_zpid/,http://www.zillow.com/homedetails/11914-82nd-Pl-NE-Kirkland-WA-98034/80113890_zpid/,http://www.zillow.com/homedetails/11914-82nd-Pl-NE-Kirkland-WA-98034/80113890_zpid/#image=lightbox%3Dtrue,,Finn Hill,5805,5805,,,,2015-09-05 20:00:00.0,,,,Make me move,800000.0,LKW,Some Transit,19.0,"2 nearby routes: 2 bus, 0 rail, 0 other",Car-Dependent,15.0,,80113890,7.2
408,56097401b2c959c08464ac24,Kirkland,47.680326,-122.19969099999999,WA,447 7th Ave,98033,,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Refrigerator, Washer",,,2.5,2.0,,,,1500.0,Carpet,,Electric,Forced air,,2.0,,,"Garage - Attached, Off-street",,"Breakfast nook, Dining room, Master bath, Walk-in closet",Townhouse,,1986.0,,,,"Live the Kirkland Lifestyle! Walking distance from restaurants, shops and the Kirkland Marina. Light filled 2 Bed+main floor den, 2.5 bathrooms townhome.  Large U shaped kitchen and breakfast bar that leads into the dining room. Oversized living room and a hobby room off the master suite. Raised brick fireplace and a garage. Peaceful and save area with lots of free parking. 

Neighborhood Description

Friendly, save, quiet neighborhood with easy access to both 405 and 520. ",26.0,None,http://www.zillow.com/homedetails/447-7th-Ave-Kirkland-WA-98033/2144685926_zpid/,http://www.zillow.com/homedetails/447-7th-Ave-Kirkland-WA-98033/2144685926_zpid/,http://www.zillow.com/homedetails/447-7th-Ave-Kirkland-WA-98033/2144685926_zpid/#image=lightbox%3Dtrue,,Norkirk,4810,4810,,,,2015-02-21 05:07:00.0,,,,Make me move,520000.0,,Some Transit,50.0,"9 nearby routes: 9 bus, 0 rail, 0 other",Very Walkable,85.0,,2144685926,10.0
409,56097401b2c959c08464ac25,Kirkland,47.664463,-122.172308,WA,12514 NE 65th St,98033,,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator, Freezer, Washer, Dryer",Craftsman,,2.5,4.0,,,"Stone, Cement / Concrete",3460.0,"Carpet, Hardwood",,Gas,Forced air,7722.0,2.0,,,Garage - Attached,Composition,"Breakfast nook, Dining room, Family room, Laundry room, Library, Master bath, Mud room, Office, Pantry, Walk-in closet",SingleFamily,,2005.0,,Ben Franklin Elementary,Lake Washington Highschool,,1.0,http://photos1.zillowstatic.com/p_d/ISlmftdfoh6xk71000000000.jpg,http://www.zillow.com/homedetails/12514-NE-65th-St-Kirkland-WA-98033/65221324_zpid/,http://www.zillow.com/homedetails/12514-NE-65th-St-Kirkland-WA-98033/65221324_zpid/,http://www.zillow.com/homedetails/12514-NE-65th-St-Kirkland-WA-98033/65221324_zpid/#image=lightbox%3Dtrue,Rose Hill Junior High,Bridle Trails,5906,5906,,,,2015-05-13 07:27:00.0,,,,Make me move,1400000.0,Lake Washington School District,Some Transit,33.0,"7 nearby routes: 7 bus, 0 rail, 0 other",Car-Dependent,42.0,,65221324,9.666666666666666
410,56097401b2c959c08464ac26,Kirkland,47.677513,-122.191925,WA,215 9th St APT D101,98033,,,,,2.0,2.0,,1.0,,988.0,,,,,177650.0,3.0,,92.0,,,,Condominium,Territorial,1987.0,2005.0,,,,1.0,http://photos1.zillowstatic.com/p_d/ISptzwoy22p30d1000000000.jpg,http://www.zillow.com/homedetails/215-9th-St-APT-D101-Kirkland-WA-98033/63562412_zpid/,http://www.zillow.com/homedetails/215-9th-St-APT-D101-Kirkland-WA-98033/63562412_zpid/,http://www.zillow.com/homedetails/215-9th-St-APT-D101-Kirkland-WA-98033/63562412_zpid/#image=lightbox%3Dtrue,,,3091,3091,,,,2015-09-01 13:40:00.0,,,,Make me move,325000.0,,Some Transit,49.0,"9 nearby routes: 9 bus, 0 rail, 0 other",Somewhat Walkable,62.0,,63562412,10.0
411,56097401b2c959c08464ac27,Kirkland,47.702046,-122.17413700000002,WA,11303 126th Ave NE,98033,,Dishwasher,,None,1.75,3.0,,,Shingle,1100.0,Hardwood,,Gas,Forced air,9880.0,1.0,,,Garage - Attached,Composition,,SingleFamily,Mountain,1982.0,,,,"Updated rambler located on beautiful convenient Rose Hill in Kirkland! 

Live in the perfect family friendly walkable neighborhood, with a great school district. 

This bright sunny updated home welcomes you with warm hickory hardwoods floors and modern LED lighting throughout.  It has many added green features including improved insulation and convenient tech upgrades like WiFi enabled thermostats and lights, touchscreen keypad door locks, and USB chargers built into the wall outlets.

Come on in.  Open the solid wood front door to an entryway with skylight and coat closet.   Move into the adjoining bright sunny living room, where you find a natural stone hearth, a thermostatically controlled gas fireplace, and a wall-mounted TV.  The adjacent dining room connects with a remodeled kitchen.  We redesigned things to make extra space and in the process added new granite counters and sink, a tile back-splash, additional cabinets, new overhead and under-cabinet lighting, and new appliances including a particularly super exhaust fan.   

From the kitchen, pass through multi-light French doors out onto the 170-sq foot deck where you can enjoy one of the few territorial views in Rose Hill.  Just watch your garden grow or eat your meal as the sun sets over the Olympic Mountains.  

All three bedrooms have hickory floors, ample closet space and daylight. The two tile floor baths have plenty of light and updated hardware.  The new shower head is the best I've ever found.  There is an attached two-car garage, a laundry room with granite, extensive storage, and new HardiePlank shingle siding and trim outside (warrantee through 2045, included).  

Also outdoors, you are situated on a 9,880 square foot Rose Hill lot, with new landscaping, a mature ever-bearing raspberry patch, a large terraced vegetable garden, fruit trees and a big open back yard.  Yes, the garden and backyard get full sunshine.  

This place allows for simple, low maintenance, carefree living.   All-in-all, a delightful place to call home.  It could be a great place for you to create new memories!",42.0,None,http://www.zillow.com/homedetails/11303-126th-Ave-NE-Kirkland-WA-98033/48810075_zpid/,http://www.zillow.com/homedetails/11303-126th-Ave-NE-Kirkland-WA-98033/48810075_zpid/,http://www.zillow.com/homedetails/11303-126th-Ave-NE-Kirkland-WA-98033/48810075_zpid/#image=lightbox%3Dtrue,,,3248,3248,,,,2015-09-15 09:43:00.0,,,,Make me move,599000.0,,Some Transit,37.0,"8 nearby routes: 8 bus, 0 rail, 0 other",Somewhat Walkable,58.0,"We remodeled in 2015!  Kitchen redone; granite counters, granite sink, high stone backslash, new brushed steel (stainless) appliances, gas stove, cork floor in laundry, thermostatically controlled gas fireplace, gas to deck for a BBQ, LED lighting and in-wall USB outlets throughout, electronic entry, wifi thermostat, new hot-water heater, new skylights, and new attic and crawlspace insulation.  We also created a large terraced full-sun garden, added fruit trees and a large covered outdoor work area in the backyard!  It's a fun convenient  turn-key place, with indoor and outdoor living. ",48810075,6.0
412,56097401b2c959c08464ac28,Kirkland,47.676324,-122.191791,WA,104 9th Ln # 127,98033,,,,,3.5,3.0,,,,1735.0,,,,,30000.0,3.0,,,Garage - Attached,,,Townhouse,Territorial,1998.0,1998.0,,,"New Interior Paint, carpets, furnace, water heater, garage door opener, washer/dryer, dishwasher.  Association had new roofs completed 2013-2014.

HOD also includes earthquake insurance",1.0,http://photos3.zillowstatic.com/p_d/ISlepn52bkn2tw1000000000.jpg,http://www.zillow.com/homedetails/104-9th-Ln-127-Kirkland-WA-98033/48969981_zpid/,http://www.zillow.com/homedetails/104-9th-Ln-127-Kirkland-WA-98033/48969981_zpid/,http://www.zillow.com/homedetails/104-9th-Ln-127-Kirkland-WA-98033/48969981_zpid/#image=lightbox%3Dtrue,,,3274,3274,,,,2015-05-04 16:28:00.0,,,,Make me move,675000.0,,Some Transit,49.0,"9 nearby routes: 9 bus, 0 rail, 0 other",Somewhat Walkable,69.0,,48969981,8.159173126614986
413,56097401b2c959c08464ac29,Kirkland,47.689364000000005,-122.18975900000001,WA,11217 NE 100th St,98033,,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Contemporary,Finished,3.5,5.0,Central,2.0,Wood,5090.0,"Carpet, Hardwood, Linoleum / Vinyl",,Gas,Forced air,11040.0,3.0,,,Garage - Attached,Tile,"Dining room, Family room, Laundry room, Library, Master bath, Office, Recreation room, Workshop, Walk-in closet",SingleFamily,Water,1990.0,,Kirkland Elementary ,Lake Washington High,"Custom home on private lot with views of Lake Washington and Seattle Skyline! 5 bedrooms, den, exercise room, and rec room + large level backyard. It's hard to find this 5000+ sq ft home in Kirkland with this view for under $1 million! Entertainment style kitchen w/ stainless steel appliances opens up to a deck that takes advantage of the views. Large master bedroom has a fireplace and deck with view! This home also features a potential MIL suite w/separate entrance and a full kitchen. Air conditioning & 500 bottle wine cellar + more!",8.0,None,http://www.zillow.com/homedetails/11217-NE-100th-St-Kirkland-WA-98033/48714990_zpid/,http://www.zillow.com/homedetails/11217-NE-100th-St-Kirkland-WA-98033/48714990_zpid/,http://www.zillow.com/homedetails/11217-NE-100th-St-Kirkland-WA-98033/48714990_zpid/#image=lightbox%3Dtrue,Kirkland Junior High,Highlands,4802,4802,,,,2015-03-21 08:41:00.0,,,,Make me move,1250000.0,Lake Washington,Some Transit,28.0,"5 nearby routes: 5 bus, 0 rail, 0 other",Car-Dependent,34.0,,48714990,9.666666666666666
414,56097401b2c959c08464ac2b,Kirkland,47.697068,-122.167042,WA,13007 NE 108th St,98033,,,Ranch / Rambler,,2.0,3.0,,3.0,"Cement / Concrete, Vinyl",1790.0,"Hardwood, Linoleum / Vinyl, Carpet",,,Forced air,7405.0,1.0,,,"Garage - Attached, Off-street",Composition,,SingleFamily,,1994.0,2013.0,,,"So rare--newer rambler with 3-car garage in desirable n'hood! Incredibly located next to Mark Twain Park for total privacy. Gate from backyard to park! Gorgeous landscaping w/granite tile patio, brick walkways, sprinkler systems front/back, etc. Mint condition int. has new hardwood floors, gas fireplace. Slide-a-shelf drawers in kitchen, new doors/molding. Nearly new 95% effic. furnace. Easy maintenance vinyl siding. Murphy bed in 3rd bedroom for flexibility. Desirable Mk Twain Elem.",24.0,None,http://www.zillow.com/homedetails/13007-NE-108th-St-Kirkland-WA-98033/48753361_zpid/,http://www.zillow.com/homedetails/13007-NE-108th-St-Kirkland-WA-98033/48753361_zpid/,http://www.zillow.com/homedetails/13007-NE-108th-St-Kirkland-WA-98033/48753361_zpid/#image=lightbox%3Dtrue,,,4380,4380,,,,2014-07-16 13:39:00.0,,,,Make me move,750000.0,,Some Transit,32.0,"5 nearby routes: 5 bus, 0 rail, 0 other",Car-Dependent,16.0,,48753361,10.0
415,56097401b2c959c08464ac2d,Kirkland,47.675798,-122.193106,WA,838 Kirkland Ave,98033,,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Craftsman,Finished,3.5,3.0,Central,,"Shingle, Wood",3620.0,"Carpet, Hardwood, Tile",,Gas,Forced air,5073.0,3.0,10.0,,Garage - Attached,Composition,"Breakfast nook, Dining room, Family room, Laundry room, Library, Master bath, Mud room, Office, Pantry, Workshop, Walk-in closet",SingleFamily,,2006.0,2014.0,,,"Perfect in-law or nanny live-in home with a 570 square foot apartment with separate entrance, private patio, walk-in closet, full bath which is over and above the home square footage. There is also an elevator to all 3 levels of the house. Two car garage has a workshop attached for the homeowner who likes doing projects themselves. There are 3 gas fireplaces-in living room, family room, and master bath.",1.0,http://photos3.zillowstatic.com/p_d/IStw03u2jkwxs01000000000.jpg,http://www.zillow.com/homedetails/838-Kirkland-Ave-Kirkland-WA-98033/63334907_zpid/,http://www.zillow.com/homedetails/838-Kirkland-Ave-Kirkland-WA-98033/63334907_zpid/,http://www.zillow.com/homedetails/838-Kirkland-Ave-Kirkland-WA-98033/63334907_zpid/#image=lightbox%3Dtrue,,,2080,2080,,,,2015-01-30 23:30:00.0,,,,Make me move,1350000.0,,Some Transit,49.0,"9 nearby routes: 9 bus, 0 rail, 0 other",Very Walkable,70.0,"Phenomenal access to downtown Kirkland, Houghton, ParkPlace and a minute to I405 exit (85th).
Gourmet kitchen open to family room and an eating area for a cozy family atmosphere.
High end finishes throughout house. Laundry room on 3rd floor convenient to bedrooms. 
Two zone heating with air conditioning on bedroom zone for coolness during hot summers.",63334907,10.0
416,56097401b2c959c08464ac2e,Kirkland,47.68196,-122.19873500000001,WA,513 9th Ave,98033,,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Trash compactor, Washer",Craftsman,Finished,4.5,6.0,Central,2.0,Composition,4693.0,"Carpet, Tile, Tile",,Gas,"Forced air, Radiant",7405.0,3.0,17.0,,"Garage - Detached, On-street",Shake / Shingle,"Dining room, Family room, Laundry room, Master bath, Mud room, Office, Recreation room, Walk-in closet",SingleFamily,Territorial,2010.0,2010.0,Peter Kirk Elementary,Lake Washington High School,"Located in the heart of East of Market, luxurious 5 bedroom / 3.5 bath 4,117 SF craftsman plus detached 2 car garage with 576 SF ADU / carriage house apartment (2nd kitchen/1BR/1BA) for a total living space of 4,693 SF with 6 bedrooms / 4.5 baths. Built in 2010 with quality finishes including chefs island kitchen with quartz slab & stainless appliances, 5 piece master suite, radiant heated floors, and media room with 7.1 surround sound. Fully fenced level lot with grassed yard and large patio. Lake Washington Schools including award-winning Peter Kirk Elementary and just a few blocks to vibrant downtown Kirkland!",27.0,None,http://www.zillow.com/homedetails/513-9th-Ave-Kirkland-WA-98033/48902208_zpid/,http://www.zillow.com/homedetails/513-9th-Ave-Kirkland-WA-98033/48902208_zpid/,http://www.zillow.com/homedetails/513-9th-Ave-Kirkland-WA-98033/48902208_zpid/#image=lightbox%3Dtrue,Kirkland Junior High,Norkirk,7382,7382,,,,2014-11-29 21:51:00.0,,,,Make me move,1963650.0,Lake Washington,Some Transit,50.0,"9 nearby routes: 9 bus, 0 rail, 0 other",Very Walkable,80.0,"Central location with a five minute walk to downtown restaurants, parks, activities, and shopping as well as walking distance to neighborhood schools. ",48902208,10.0
417,56097401b2c959c08464ac30,Kirkland,47.683506,-122.210404,WA,300 10th Ave W,98033,,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Contemporary,None,2.5,3.0,Central,3.0,Vinyl,2100.0,"Carpet, Hardwood, Tile",,"Electric, Gas","Forced air, Radiant",5227.0,2.0,7.0,,Garage - Attached,Composition,"Breakfast nook, Dining room, Family room, Laundry room, Master bath, Pantry, Walk-in closet",SingleFamily,"Mountain, Territorial, Water",1999.0,1999.0,Kirk Elem,Lake Wash High,"Excellent opportunity in coveted West of Market nbhd! Built in 1999 & completely remodeled ground up in 2014. Brand new modern kitchen, cabinets, appliances. All bathrooms razed to ground and completely redone with modern Grohe systems including 2 person shower and radiant heat in masterbath. Radiant heated flooring in entrance hallway keeps entire house warm, brand new hardwood flooring and paint. Sprinklers installed in yard, private tree screen fence. Brand new cabinets in all closets including master walk-in closet and new shades.   

Designed to take advantage of the lake, city and mountain views!! All 3 bdrms on the main flr, with kitchen & great room up. AC, heated floors, gas heat & fireplace. Light and Bright through out! Large front deck perfect for soaking up the sun, summer parties and New Years Eve fireworks!! Low maintenance corner lot. Walk to downtown, beaches, shops and restaurants! Convenient location is minutes to MSFT & Google. Tennis court is 3 blocks away by the water. ",18.0,None,http://www.zillow.com/homedetails/300-10th-Ave-W-Kirkland-WA-98033/48901956_zpid/,http://www.zillow.com/homedetails/300-10th-Ave-W-Kirkland-WA-98033/48901956_zpid/,http://www.zillow.com/homedetails/300-10th-Ave-W-Kirkland-WA-98033/48901956_zpid/#image=lightbox%3Dtrue,Kirkland Jnr High,,8269,8269,,,,2015-04-10 22:37:00.0,,,,Make me move,1400000.0,,Some Transit,39.0,"3 nearby routes: 3 bus, 0 rail, 0 other",Somewhat Walkable,70.0,,48901956,10.0
418,56097401b2c959c08464ac31,Kirkland,47.688056,-122.19211200000001,WA,9721 111th Ave NE,98033,,,Modern,,2.5,4.0,Central,,Stucco,3326.0,,,Gas,Forced air,13503.0,2.0,,,"Garage - Attached, Off-street",Shake / Shingle,"Breakfast nook, Dining room, Family room, Laundry room, Master bath, Mud room, Office, Pantry, Recreation room, Walk-in closet",SingleFamily,Territorial,1996.0,,,,"fantastic two-story w/a timeless design at the end of a cul-de-sac. home is highlighted by 4 large bdrms, 2.5 baths, den/office, bonus rm, 2-staircases &amp; 3-car garage. enjoy peace &amp; serenity sitting in your hot tub on the stamped concrete bkyd patio. large kitchen features slab granite, dacor oven &amp; gas stove. master suite includes walk-in closet &amp; 5-pc bath w/jetted tub. oversized bonus room can accommodate pool table, exercise equipment &amp; large ent center. close-in location near dwtn kirkland.",12.0,None,http://www.zillow.com/homedetails/9721-111th-Ave-NE-Kirkland-WA-98033/48907863_zpid/,http://www.zillow.com/homedetails/9721-111th-Ave-NE-Kirkland-WA-98033/48907863_zpid/,http://www.zillow.com/homedetails/9721-111th-Ave-NE-Kirkland-WA-98033/48907863_zpid/#image=lightbox%3Dtrue,,,8855,8855,,,,2015-04-19 09:10:00.0,,,,Make me move,1100000.0,,Some Transit,30.0,"5 nearby routes: 5 bus, 0 rail, 0 other",Car-Dependent,27.0,,48907863,10.0
419,56097401b2c959c08464ac32,Kirkland,47.704622,-122.243501,WA,11607 72nd Pl NE,98034,,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Washer",Contemporary,Finished,3.0,4.0,,2.0,,5190.0,"Carpet, Hardwood, Slate, Other",,Gas,"Forced air, Baseboard",17087.0,2.0,,,Garage - Attached,Other,"Dining room, Breakfast nook, Family room, Laundry room, Master bath, Office, Recreation room, Workshop, Sun room, Walk-in closet",SingleFamily,"City, Mountain, Water",1982.0,,,,"Remarks A rare find. Spectacular northwest contemporary has refined feel with wonderful layout. Views abound with expansive windows. Spacious main living area w/ vaulted ceilings, high-end woodwork, and generous kitchen features. Luxurious master suite includes own laundry. Abundant extras to impress: 5 fireplaces, media room with wet bar & dishwasher, wine cellar, indoor pool and hot tub. Backup generator. Bank owned: broker and seller make no representations or warranties of any kind.",15.0,None,http://www.zillow.com/homedetails/11607-72nd-Pl-NE-Kirkland-WA-98034/48827748_zpid/,http://www.zillow.com/homedetails/11607-72nd-Pl-NE-Kirkland-WA-98034/48827748_zpid/,http://www.zillow.com/homedetails/11607-72nd-Pl-NE-Kirkland-WA-98034/48827748_zpid/#image=lightbox%3Dtrue,,,9905,9905,,,,,,,,,,,Some Transit,18.0,"2 nearby routes: 2 bus, 0 rail, 0 other",Car-Dependent,16.0,,48827748,7.166666666666667
420,56097401b2c959c08464ac34,Kirkland,47.692842,-122.215434,WA,1650 10th St W,98033,,,,Unfinished,3.5,5.0,,,"Shingle, Wood",4161.0,,,,Forced air,14245.0,2.0,,,Garage - Attached,Composition,,SingleFamily,Water,1997.0,,,,,6.0,None,http://www.zillow.com/homedetails/1650-10th-St-W-Kirkland-WA-98033/48716620_zpid/,http://www.zillow.com/homedetails/1650-10th-St-W-Kirkland-WA-98033/48716620_zpid/,http://www.zillow.com/homedetails/1650-10th-St-W-Kirkland-WA-98033/48716620_zpid/#image=lightbox%3Dtrue,,,5167,5167,,,,2015-06-08 21:38:00.0,,,,Make me move,2200000.0,,Some Transit,39.0,"4 nearby routes: 4 bus, 0 rail, 0 other",Car-Dependent,19.0,,48716620,10.0
421,56097401b2c959c08464ac35,Kirkland,47.702892999999996,-122.236102,WA,11423 79th Way NE,98034,,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Craftsman,Finished,3.5,5.0,,,Wood,3788.0,"Carpet, Hardwood, Linoleum / Vinyl, Tile",,Gas,Forced air,7967.0,3.0,,,Garage - Attached,,"Breakfast nook, Dining room, Family room, Laundry room, Master bath, Office, Pantry, Walk-in closet",SingleFamily,"Water, Territorial",1999.0,2008.0,,,,5.0,None,http://www.zillow.com/homedetails/11423-79th-Way-NE-Kirkland-WA-98034/49092985_zpid/,http://www.zillow.com/homedetails/11423-79th-Way-NE-Kirkland-WA-98034/49092985_zpid/,http://www.zillow.com/homedetails/11423-79th-Way-NE-Kirkland-WA-98034/49092985_zpid/#image=lightbox%3Dtrue,,,2468,2468,,,,2015-08-27 16:04:00.0,,,,Make me move,1300000.0,,Some Transit,19.0,"2 nearby routes: 2 bus, 0 rail, 0 other",Car-Dependent,18.0,,49092985,7.166666666666667
422,56097401b2c959c08464ac37,Kirkland,47.710361999999996,-122.208481,WA,12229 100th Ave NE,98034,,,,,1.0,2.0,,,,903.0,,,,,40214.0,,,,,,,Condominium,,1984.0,,,,,1.0,http://photos1.zillowstatic.com/p_d/IS-1e7fu0as2ea8t.jpg,http://www.zillow.com/homedetails/12229-100th-Ave-NE-Kirkland-WA-98034/48892904_zpid/,http://www.zillow.com/homedetails/12229-100th-Ave-NE-Kirkland-WA-98034/48892904_zpid/,http://www.zillow.com/homedetails/12229-100th-Ave-NE-Kirkland-WA-98034/48892904_zpid/#image=lightbox%3Dtrue,,,1427,1427,,,,,,,,,,,Some Transit,42.0,"9 nearby routes: 9 bus, 0 rail, 0 other",Somewhat Walkable,65.0,,48892904,7.2
423,56097401b2c959c08464ac38,Kirkland,47.668185,-122.19447199999999,WA,725 9th Ave S APT 205,98033,,,,,1.5,2.0,,,,870.0,,,,,42294.0,,,,,,,Condominium,,1976.0,,,,,1.0,http://photos2.zillowstatic.com/p_d/IS-jvc1w6brg9y5.jpg,http://www.zillow.com/homedetails/725-9th-Ave-S-APT-205-Kirkland-WA-98033/49091879_zpid/,http://www.zillow.com/homedetails/725-9th-Ave-S-APT-205-Kirkland-WA-98033/49091879_zpid/,http://www.zillow.com/homedetails/725-9th-Ave-S-APT-205-Kirkland-WA-98033/49091879_zpid/#image=lightbox%3Dtrue,,,8131,8131,,,,,,,,,,,Some Transit,49.0,"13 nearby routes: 13 bus, 0 rail, 0 other",Very Walkable,71.0,,49091879,10.0
424,56097401b2c959c08464ac39,Kirkland,47.724884,-122.22573100000001,WA,8624 NE 138th St,98034,,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Ranch / Rambler,,2.0,3.0,,3.0,Brick,1920.0,"Carpet, Hardwood, Tile",,Gas,Forced air,11250.0,1.0,,,Garage - Detached,Composition,"Breakfast nook, Dining room, Family room, Laundry room, Master bath, Office, Recreation room, Workshop",SingleFamily,,1966.0,2007.0,,,"The house is not actually on the market, but would consider at the ""Make me move price"" Huge 3 car garage/shop...",20.0,None,http://www.zillow.com/homedetails/8624-NE-138th-St-Kirkland-WA-98034/48668783_zpid/,http://www.zillow.com/homedetails/8624-NE-138th-St-Kirkland-WA-98034/48668783_zpid/,http://www.zillow.com/homedetails/8624-NE-138th-St-Kirkland-WA-98034/48668783_zpid/#image=lightbox%3Dtrue,,,5601,5601,,,,2014-11-23 16:41:00.0,,,,Make me move,499500.0,,Some Transit,29.0,"4 nearby routes: 4 bus, 0 rail, 0 other",Car-Dependent,15.0,,48668783,9.0
425,56097401b2c959c08464ac3a,Kirkland,47.727001,-122.193176,WA,11101 NE 141st St,98034,,"Dishwasher, Refrigerator, Range / Oven, Dryer, Washer, Garbage disposal",Split-level,Finished,1.75,3.0,None,,Wood,1660.0,"Carpet, Tile, Laminate",,Gas,Forced air,7700.0,2.0,9.0,,Off-street,Shake / Shingle,"Dining room, Family room, Laundry room, Master bath, Recreation room, Office",SingleFamily,Park,1975.0,2007.0,,,"Quiet neighborhood, all single family homes. Close to Juanita Creek, view from the backyard is of the Juanita Creek basin.",,,http://www.zillow.com/homedetails/11101-NE-141st-St-Kirkland-WA-98034/49136733_zpid/,http://www.zillow.com/homedetails/11101-NE-141st-St-Kirkland-WA-98034/49136733_zpid/,http://www.zillow.com/homedetails/11101-NE-141st-St-Kirkland-WA-98034/49136733_zpid/#image=lightbox%3Dtrue,,,2799,2799,,,,2014-03-09 17:16:00.0,,,,Make me move,385000.0,,Some Transit,37.0,"16 nearby routes: 16 bus, 0 rail, 0 other",Car-Dependent,26.0,,49136733,5.0
